#1
# M700-50A
# vRef = 7.00
# Bref = 1.5
# fRef = 50
# dens = 7800
double JH(33, 2)
0.000000000	00.00000000
0.004677420	10.01755735
0.011294414	20.06920348
0.019097607	30.02085584
0.028607191	40.02932285
0.039925369	50.03324468
0.054488730	60.03603022
0.072305372	70.02972542
0.097231347	80.03478355
0.138788609	90.06256753
0.216691802	99.97104077
0.620475828	124.9694824
0.937976552	150.0588275
1.103596005	174.9436399
1.199406173	199.9875332
1.298991412	249.3026409
1.392021962	351.7962517
1.450960766	500.1960917
1.500140059	750.7486546
1.529439847	1000.392183
1.550723759	1248.558531
1.568146770	1499.451982
1.596035995	2004.647762
1.618338367	2498.480614
1.701871261	5013.323845
1.763755675	7500.668789
1.815263689	10003.92183
1.895890233	14972.93026
1.950890530	19535.14586
1.997598715	24932.53667
2.017771080	28257.32941
2.038569796	33459.27786
2.045049159	35879.58153
