#1
# M400-50A
# vRef = 4.00
# Bref = 1.5
# fRef = 50
# dens = 7700
double JH(33, 2)
0.000000000	00.00000000
0.011735983	10.01073959
0.028715640	20.01920659
0.052122170	29.99585740
0.083788911	40.04295836
0.137132000	50.01506400
0.250064914	60.00080514
0.396902550	70.04108835
0.534343489	79.94956159
0.688371597	90.15347095
0.819115245	100.0164925
1.032119350	125.0376600
1.150887842	150.7519661
1.219260725	174.9890916
1.266359646	200.1466142
1.322614194	249.4162702
1.380065148	349.7963763
1.422831725	500.1960917
1.462371194	749.7259911
1.488222339	1000.164925
1.508159845	1250.831117
1.524637295	1501.270051
1.551793124	1999.420815
1.574428434	2498.480614
1.658937369	4994.234126
1.722450155	7499.532497
1.773863664	9982.332270
1.855208661	15038.83524
1.909179501	19660.13807
1.945417657	24012.13950
1.968533009	28095.97584
1.981224359	31507.12683
1.984294964	32584.33241
